Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches
1351,1409,EL-7.5,lInagarBaH,līnagarbhaḥ,लीनगर्भः,,"the disorder is characterized by srōtasāṁ līyatē garbhaḥ [foetus remains inactive in uterus], atikālamavatiṣṭhamānō vyāpadyatē [complication due to postmaturity in foetus], prasuptaḥ [sluggish activity], spandana rahitaḥ/ nisphuraḥ [foetus emaciating , disappearing ,dissolving not having throbbings]",
1352,1410,EL-7.6,mRutagarBaH,mr̥tagarbhaḥ,मृतगर्भः,,"the disorder is characterized by stimita udaraḥ [feel as if abdomen wrapped with wet cloth], stabdha udaraḥ [stiff abdomen], ātata udaraḥ [stretched], śīta udaraḥ [cold on touch], aśmāntargatamiva garbhaḥ [fetus as stony hard], spandana rahita garbhaḥ/ garbhāspandanam [absence of foetal movements], adhika śūla [severe pain], āvi na prādurbhāvaḥ [no labour pain], yōni na prasravatiḥ [no discharge from yōni], srastaḥ akṣiṇi/ srastaḥ nētraḥ [sluggish eyes], tāmyati [distressed], vyathatē [distress], bhramaḥ [giddiness or dizziness], śvāsaḥ [breathlessness/difficult breathing], aratibahula/ arati [distress/dicontent/restlessness], na vēgapradurbhāvaḥ yathāvaduplabhyatē [improper manifestation of natural urges], āvi-praṇāśaḥ/ āvi asamudbhavaḥ [stoppage of labour pain], śyāvatā [blackishness or cyanosis], pāṇḍutā [pallor], pūti ucchvāsaḥ [foetid smell in the breath], śūla/ bhr̥śavyathā [colicky pain in the abdomen], dhmāta udaraḥ [inflated abdomen], tr̥ṣṇā [thirst], kr̥cchrāt ucchvasanam [difficulty in breathing], klamaḥ [exhaustion without exertion], aharniśaṁ rōdati [cries all through ady and night], na svapati [sleeplessness], atikaṣṭaṁ jakṣiti [difficulty in eating]",
1353,1411,EL-7.7,aparApAtanam,aparāpātanam,अपरापातनम्,,,
1354,1412,EL-8,mUDhagarBaH,mūḍhagarbhaḥ,मूढगर्भः,,"the disorder is characterized by kōṣṭha saṁkṣōbha [irritation in abdomen], pārśvaśūla [pain in sides of chest/flanks], bastiśūla [pain in basti/urinary bladder], śīrṣaśūla [pain in head], udaraśūla/ jaṭhara śūla [pain in abdomen], yōniśūla [pain in yōni (vagina)], ānāha [barborygmus with distention], mūtrasaṅga [obstruction/retention in passage of urine], garbhaṁ cyāvayati taruṇaṁ [abortion of young foetus], śōṇitasrāva [discharge of blood], kadācidvivr̥ddha garbhaḥ [ocassional enlargement of foetus], asamyagāgata [abnormal foetal presentation], apatyapathamanuprāptamanirasyamānaṁ [enters into lower abdomen], viguṇāpānasaṁmōhitaṁ [afflicted with impaired apāna vāyu]",
1355,1413,EL-8.1,kIlakaH,kīlakaḥ,कीलकः,,"the disorder is characterized by ūrdhvabāhuśiraḥpādō yō / ūrdhvabāhucaraṇē śirasā [foetal malpresentation], yōnimukhaṁ niruṇaddhi kīla iva/ yōnisaṁgī kīlakavat [presented as nail at the mouth of yōni (vagina)]",
1356,1414,EL-8.2,pratikhuraH,pratikhuraḥ,प्रतिखुरः,,"the disorder is characterized by niḥsr̥tahastapādaśiraḥ [visible palms and feet], kāyasaṁgī [body is obstructed], khura-dr̥śyamān [looks like horse hoof]",
1357,1415,EL-8.3,bIjakaH,bījakaḥ,बीजकः,,"the disorder is characterized by nirgacchatyēkaśirōbhujaḥ/ gacchēdbhujadvayaśirāḥ [head and single hand comes out], []",
1358,1416,EL-8.4,parighaH,parighaḥ,परिघः,,"the disorder is characterized by parigha iva yōnimukhamāvr̥tya tiṣṭhati/ parighēṇa tulyaḥ yōnau sthitaḥ [foetus lies transversely and obstruct the passage], []",
1359,1417,EL-8.5,asAdhya-mUDhagarBaH,asādhya-mūḍhagarbhaḥ,असाध्य-मूढगर्भः,,"the disorder is characterized by dvāntyāvasadhyō (last twō gati ōf mudhgarbha) [last two foetal presentations are incurable], viparītēndriyārthā [women with abnormal sensary perception], ākṣēpaka/ākṣēpa [convulsion], yōnibhraṁśa [vaginal prolapse], yōni saṁvaraṇa [contraction of vagina], makkallaḥ [puerperal sepsis], śvāsa [breathlessness/difficult breathing], kāsaḥ [cough], bhramaḥ [giddiness or dizziness], śiraḥ pravidhyati [descending of head], śītāṁgī/ himāṁgī/ śītagātrā [cold extremeties], nirapatrapā [lack of lajja/modesty?], nīlōdhdatasirā/ nīlōdgataśirā [bluish veins], puti udgāra [putrid eructation], apaviddhaśirā [descending of head]",
1360,1418,EL-8.6,mUDhagarBa-upadravaH,mūḍhagarbha-upadravaḥ,मूढगर्भ-उपद्रवः,,"the disorder is characterized by garbhakōṣasaṅgaḥ [retention of sac], aparāsaṅgaḥ [retention of placenta], makkallaḥ [puerperal sepsis], yōnisaṁvr̥tiḥ/yōnisaṁvaraṇam [constriction of vaginal orifice], kukṣisaṁgaḥ [gripping in flanks]",
1361,1419,EL-9 (SN1Y),sUtikArogaH,(a) sūtikārogaḥ,सूतिकारोगः,,,
1362,1420,SM9C (EL-9.1),makkallaH,(a) makkallaḥ,मक्कल्लः,,"It is characterised by pain in the lower abdomen, back pain, retention of urine, fever and may be associated with vaginal discharge. This may be explained by: (a) Vitiated blood affecting the uterus.",
1363,1421,EM,manovahasrotovikAraH,,मनोवहस्रोतोविकारः,,,
1364,1422,SR5E (EM-1),manovahasrotoduShTiH,(a) manovahasrotoduṣṭiḥ,मनोवहस्रोतोदुष्टिः,,"It is characterized by perversion of mind, intellect, consciousness, knowledge, memory, desire, manners, behaviour and conduct. This may be explained by derangement of channels (functional or anatomical or both) aiding mental functions.",
1365,1423,SQ03 (EM-2),unmAdaH,(a) unmādaḥ,उन्मादः,,"It is characterised by confused state of mind, change in behaviour, irritability, loss of intelligence,. This may be explained by: (a) Caused by the aggravated dosha vitiating the sense organs, mind and intellect.",
1366,1424,EM-2.1,unmAda-pUrvarUpam,,उन्माद-पूर्वरूपम्,,,
1367,1425,EM-2.2,vAtaja-unmAdaH,,वातज-उन्मादः,,,
1368,1426,SQ41 (EM-2.3),pittaja-unmAdaH,(a) pittaja-unmādaḥ,पित्तज-उन्मादः,,"It is characterised by violent behaviour, pacing, intentional loneliness, unwarranted suspicion dryness of tongue along with emaciation and non-healing ulcers of calf muscles. This may be explained by: (a) Vitiation of pitta, rajoguna.",
1369,1427,SQ04 (EM-2.4),kaPaja-unmAdaH,(a) kaphaja-unmādaḥ,कफज-उन्मादः,,"It is characterised by mental confusion, fear, sadness, depression, may be associated with altered sleep patterns. This may be explained by: (a) Grief causing vitiation of the vata, kapha leading to the depression of mental faculty.",
1370,1428,EM-2.5,sannipAtaja-unmAdaH,sannipātaja-unmādaḥ,सन्निपातज-उन्मादः,,"the disorder is characterized by tridōṣaliṁgasannipātē/ sarvāṇi rupāṇi bibharti/ sarvāyatanasaṁsthānasannipātē [clinical features of all three types], []",
1371,1429,EM-2.6,Sokaja-unmAdaH,śōkaja-unmādaḥ,शोकज-उन्मादः,,"the disorder is characterized by manōnugataṁ citraṁ jalpati/citraṁ bravīti manōऽnugataṁ [irrelevently portays the things as per his imagination], visañjñaḥ [improper perception/unconciousness], gāyatyathō [sings], hasati [laughs], rōditi/ akasmāt rōditi [cries/cries suddenly], mūḍhasañjñaḥ/ mūḍhaḥ [stupefied due to improper perception], pāṇḍu [pallor/pale], dīna [timid or apathy], muhurmuhyan [fainting repeatedly], hāhēti paridēvatē [weeps making sounds such ha, ha], mriyatē [dies], guṇān bahu manyatē [overestimate], śōkakliṣṭamanā [mind disturbed with sorrow], dhyāyan [thinking], jāgaruka [alert], vicēṣṭatē [does irrelelvant acts]",
1372,1430,EM-2.7,viShaja-unmAdaH,viṣaja-unmādaḥ,विषज-उन्मादः,,"the disorder is characterized by rakta akṣi [blood shot eyes], hatabalaḥ [loss of strength], hatēndriyaḥ [loss of functioning of sensory and motor organs], hatabhāḥ [loss of lusture], sudīnaḥ [withered appearance], śyāvānanaḥ [blackish dis colouration of face], śyāva vadana [blackish dis colouration of face], naṣṭa chāyā [loss of lustre/charm], naṣṭa bala [loss of strength], naṣṭa īndriya [loss of functioning of sensory and motor organs], vēgāntara sambhrānta [confusion state (while poison has produced another episode)]",
1373,1431,EM-2.8,Agantuja-unmAdaH,āgantuja-unmādaḥ,आगन्तुज-उन्मादः,,"the disorder is characterized by atyātmabalam [extra will power or power of spirituality], atyātmavīryam [extra will power or power of spirituality], atyātmapauruṣam [extra ability to perform hard tasks], atyātmaparākramaḥ [extra bravary], atyātmagrahaṇam [extra good preception of knowledge], atyātmadhāraṇam [extra self abstinence], atyātmasmaraṇam [extraorinary memorizing capacity], atyātmajñānam [extra spiritual understanding], atyātmavacanam [extra self suggestive talks], atyātmavijñānam [extra spiritual understanding], aniyata unmādakāla [invariable/unpredictable timing of insanity episode], amartyavāk [speaking more effectively than human capacity], amartyavikramaḥ [having ability to perform tasks more than normal human capacity], amartyavīryaḥ [having vitality and ability more than a normal human being], amartyacēṣṭā [performing acts beyond normal human capacity], amartyajñānam [having extraordinary knowledge than normal human being], amartyavijñānam [having extraordinary knowledge than normal human being], amartyabalam [having extra strength than normal human being], balakṣaya [loss of physical strength or weakness], hiṁsā icchā [fond of torturing others], nr̥śaṁsa [cruel], uṣṇa [hotness]",
1374,1432,EM-2.8.1,AgantukonmAda pUrvarupa,āgantukōnmāda pūrvarupa,आगन्तुकोन्माद पूर्वरुप,,"the disorder is characterized by dēva hiṁsārucitvaṁ [desire for inflicting injury upon gods], gō hiṁsārucitvaṁ [desire for inflicting injury upon cows], brāhmaṇa hiṁsārucitvaṁ [desire for inflicting injury upon brāhmaṇa (noble man)], tapasvināṁ hiṁsārucitvaṁ [desire for inflicting injury upon ascetics], kōpanatvaṁ [anger/irritability], nr̥śaṁsābhiprāyatā [liking for violant work], aratiḥ [distress/dicontent/restlessness], ōjōpataptiḥ [impairement of ōjas (vitality)], varṇamupataptiḥ [impairement of colour], chāyāmupataptiḥ [impairement of complexion], balamupataptiḥ [impairement of physical strength], vapuṣāmupataptiḥ [impairement of beauty], svapnē dēvādibhirabhibhartsanam [abuse and incitement by the gods in dreams]",
1375,1433,EM-2.8.2,devonmAdaH/devaSatrujuShTonmAdaH,dēvōnmādaḥ/dēvaśatrujuṣṭōnmādaḥ,देवोन्मादः/देवशत्रुजुष्टोन्मादः,,"the disorder is characterized by gambhīra [serious/deep], adhr̥ṣyam [unassailable], akōpanam [not getting angry], asvapna [insomnia/sleeplessness], abhōjanabhilāṣiṇam [disliking towards food/meals], alpasvēdam [scanty sweating], alpamūtra [oliguria], alpapurīṣa [less quantity of stool], alpavātam [less quantity of flatus], śubhagandhaṁ [auspicious fragrance], phullpadmavadanamiti [face like that of completely developed lotus flower], saṁtuṣṭaḥ [contented/satisfied], śuciḥ [purity of body/thought/words/deeds], atidivyamālyagandhaḥ [smells strong and divine fragrance of flowers], nistandraḥ [alert], avitatha-prabhāṣaṇam [truthfull speaking], saṁskr̥ta-prabhāṣaṇam [sanskrit conversation], tējasvī [glows radiance], sthiranayanaḥ [steady /stable eyes], varapradātāḥ [the person who delivers boon], brahmiṇyaḥ (bhavati) [respect brahmina]",
1376,1434,EM-2.8.3,guruSAponmAdaH,guruśāpōnmādaḥ,गुरुशापोन्मादः,,"the disorder is characterized by guru abhiśāpānurupacēṣṭā [behaviour in concurrence to curse by respectables], guru abhicārānurupacēṣṭā [behaviour in concurrence to by respectables], guru abhidhyānānurupacēṣṭā [behaviour in concurrence to thinkings by respectables], vr̥ddha abhiśāpānurupacēṣṭā [behaviour in concurrence to curse by senior respectables], vr̥ddha abhicārānurupacēṣṭā [behaviour in concurrence to by senior respectables], vr̥ddha abhidhyānānurupacēṣṭā [behaviour in concurrence to thinkings by senior respectables], siddharṣīṇāmabhiśāpānurupacēṣṭā [behaviour in concurrence to curse by gifted saints], siddharṣīṇāmabhicārānurupacēṣṭā [behaviour in concurrence with that of gifted saints], siddharṣīṇāmabhidhyānānurupacēṣṭā [behaviour in concurrence to thinkings by gifted saints], guru abhiśāpānurupa āhāra [diet in concurrance with curse by the respectables], guru abhicārānurupa āhāra [diet in concurrance with by the respectables], guru abhidhyānānurupa āhāra [diet in concurrance with thinkingsby the respectables], vr̥ddha abhiśāpānurupa āhāra [diet in concurrance with curse by the senior respectables], vr̥ddha abhicārānurupa āhāra [diet in concurrance with by the senior respectables], vr̥ddha abhidhyānānurupa āhāra [diet in concurrance with thinkingsby the senior respectables], siddharṣīṇāmabhiśāpānurupa āhāra [diet in concurrance with curse by the gifted saints], siddharṣīṇāmabhicārānurupa āhāra [diet in concurrance with that of gifted saints], siddharṣīṇāmabhidhyānānurupa āhāra [diet in concurrance with thinkingsby the by the gifted saints], guru abhiśāpānurupa vyāhāra [speaks in concurrence with curse of respectables], guru abhicārānurupa vyāhāra [speaks in concurrence with of respectables], guru abhidhyānānurupa vyāhāra [sepaks in concurrence with thinkings of respectables], vr̥ddha abhiśāpānurupa vyāhāra [sepaks in concurrence with curse of senior respectables], vr̥ddha abhicārānurupa vyāhāra [behaviour in concurrence with of senior respectables], vr̥ddha abhidhyānānurupa vyāhāra [speaks in concurrence with thinkings of senior respectables], siddharṣīṇāmabhiśāpānurupa vyāhāra [speaks in concurrence with curse of gifted saints], siddharṣīṇāmabhicārānurupa vyāhāra [speaks in concurrence with that of gifted saints], siddharṣīṇāmabhidhyānānurupa vyāhāra [speaks in concurrence with thinkings of gifted saints]",
1377,1435,EM-2.8.4,siddhonmAdaH,siddhōnmādaḥ,सिद्धोन्मादः,,,
1378,1436,EM-2.8.5,pitRu-unmAdaH,pitr̥-unmādaḥ,पितृ-उन्मादः,,"the disorder is characterized by aprasannadr̥ṣṭi [person with sorrow in his eyes], apśyantaṁ [not looking towards], nidrālu [sleepy], pratihatavāca [person whose speech is hampered/stopped], anānnābhilāṣā [disinclination for food], arōcakaḥ [tastelessness], avipāka [indigestion], saṁstarēṣu prētānāṁ piṇḍān diśati [offers oblations to the ancestors soul], śāntātmā [calm temperament], apasavyavastram [keeping cloth on the right shoulder], māṁsēpsuḥ [fond of meat], tilābhikāmaḥ [fond of tila (sesame seeds)], guḍābhikāmaḥ [fond of jaggery], pāyasābhikāmaḥ [fond of milk pudding], tadbhaktō bhavati [praises forefathers]",
1379,1437,EM-2.8.6,gandharvonmAdaH,gandharvōnmādaḥ,गन्धर्वोन्मादः,,"the disorder is characterized by mukhavādyaratiṁ [fond of instruments], nr̥tyaratiṁ [fond of dancing], gītaratiṁ [fond of singing], annaratiṁ [fond of various foods], pānaratiṁ [fond of drinking], snānaratiṁ [fond of bathing], mālyaratiṁ [fond of flowers], dhūparatiṁ [fond of holy fumes], gandharatiṁ [fond of perfumes], raktavastrapriya [person who likes red coloured clothes], balikarmapriya [person who like religious sacrificing procedure], hāsyakathāpriya [fond of comic stories], anuyōgapriya [spiritual], śubhagandhapriya [fond of holy fragrances], hr̥ṣṭātmā [happy soul], pulina upasēvanam [visiting river side], svācāraḥ [has good manners], parigīta priya [is over-fond of music], gandha priya [fond of fragrance], mālyaḥ priya [fond of flowers], nr̥tyan [dancing], prahasati [smiles], cāru śabdam [good beautiful words], alpaśabdam [less words], vanāntarōpasēvanam [visiting another forests/gardens]",
1380,1438,EM-2.8.7,yakShonmAdaH,yakṣōnmādaḥ,यक्षोन्मादः,,"the disorder is characterized by asakr̥t svapna [continuous dreams], asakr̥t rōdana [continuous crying], asakr̥t hāsya [continuous laughing], nr̥tyaratiṁ [fond of dancing], gītaratiṁ [fond of singing], annaratiṁ [fond of various foods], pānaratiṁ [fond of drinking], snānaratiṁ [fond of bathing], mālyaratiṁ [fond of flowers], dhūparatiṁ [fond of holy fumes], gandharatiṁ [fond of perfumes], vādyaratiṁ [fond of musical instrument], pāṭharatiṁ [fond of reciting], kathāratiṁ [fond of stories or chatting], raktākṣa [reddish coloured eyes], viplutākṣa [confused dilated eyes], dvijāti parivādinaṁ [hates brahmaṇavaidya parivādinaṁ [hates vaidya], rahasyabhaṣiṇam [speaking secretly/revealing secrets], tāmrākṣaḥ [coppery redness of eyes], priyavastradhārī [person who wears his favourite garments], tanuvastradhārī [person who wears light (confortable) garments], raktavastradhārī [person who likes red coloured clothes], gambhīraḥ [serious in nature], drutagatiḥ [speedy/quick/swift gait], alpavāk [less talking], sahiṣṇuḥ [tolerant], tējasvī [looks majestic], kiṁ dadāmi kasmaiḥ vadati [keeps on enquiring what could he grant for whom]",
1381,1439,EM-2.8.8,rAkShasonmAdaH,rākṣasōnmādaḥ,राक्षसोन्मादः,,"the disorder is characterized by naṣṭanidrā [insomnia], annadvēṣi [person having aversion towards food], pānadvēṣi [person having aversion towards drinking anything], anāhārapyatibalinaṁ [strong enough even though stays without food], śastrābhilāṣiṇaṁ [willing to have weapon], śōṇitābhilāṣiṇaṁ [craving for blood], māṁsābhilāṣiṇaṁ [willing for meat], raktamālyābhilāṣiṇaṁ [fond of red garlands], saṁtarjakaṁ [blaming, scolding others], māṁsalipsuḥ [greedy for meat], asr̥glipsuḥ [greedy for blood], vividhasurāvikāra-lipsuḥ [greedy for various types of wines], nirlajjaḥ [excessively shameless], bhr̥śamatiniṣṭhuraḥ [very cruel], atiśūraḥ [very brave], krōdhāluḥ [short tempered], vipulabalaḥ [very strong], niśāvihārī [roams in the night], śaucadviḍ [aversion for cleanliness]",
1382,1440,EM-2.8.9,brahmarAkShasonmAdaH,brahmarākṣasōnmādaḥ,ब्रह्मराक्षसोन्मादः,,"the disorder is characterized by prahāsa pradhāna [excessive laughter], nr̥tya pradhāna [perfoms excess dance], dēvadvēṣa [haterd and disobedience to the gods], vipradvēṣa [haterd and disobedience towards brāhmaṇa (noble man)], vaidhyadvēṣa [haterd and disobedience towards doctors], dēva avajñā [disobedience towards god], vipra avajñā [disobedience towards brāhmaṇa (noble man)], vaidhya avajñā [disobedience towards doctor], stuti udāharaṇaḥ [recitation of illustrations from hymns], vēda udāharaṇaḥ [recitation of illustrations from the vēda], mantra udāharaṇaḥ [recitation of illustrations from mantra (incantations)], śāstrōdāharaṇaḥ [recitation of illustrations from other scriptures], kāṣṭhādibhirātmapīḍanēna [person injures himself by stick , etc.]",
1383,1441,EM-2.8.10,piSAconmAdaH,piśācōnmādaḥ,पिशाचोन्मादः,,"the disorder is characterized by asvasthacittaṁ [uneasiness in mind], sthānamalabhamānaṁ [complains of having no place to stay], nr̥tya [dancing], gīta [singing], hāsa [laughing], baddhapralāpa [incoherent speech], abaddhapralāpa [irrelevant talking], saṅkara adhirōhaṇaratiṁ [likes cilimbing over uneven places], kūṭa adhirōhaṇaratiṁ [likes entering in to caves], malinarathyādhirōhaṇaratiṁ [liking of riding on unclean vehicles], malina cēla adhirōhaṇaratiṁ [walking over dirty cloths], tr̥ṇa adhirōhaṇaratiṁ [climbing over heaps of grass], aśma adhirōhaṇaratiṁ [climbing over heaps of stones], kāṣṭhādhirōhaṇaratiṁ [climbing over heaps of wood], bhinna svara [hoarse voice], rukṣa svara [dry /rough voice], nagnaṁ [nude], vidhāvantaṁ [runs here and there], naikatra tiṣṭhantaṁ [does not stays on one place], duḥkhānyāvēdayantaṁ [always complains of his miseries before others], naṣṭasmr̥tiṁ [suffers from loss of memory], uddhastaḥ [raising up of hands], kr̥śa [emaciated/thin /malnourished], paruṣa [rough/dry], cirapralāpī [talking excess over a long period of time], bhr̥śaṁ durgandhō [very much bad odour], aśuci [unclean], atilōla [very greedy], bahvāśī [polyphagia], vijanavanāntarōpasēvī [living in another garden/forest which is devoid of people], vyācēṣṭan [behaving awkwardly], bhramati [roams around], rudana [crying]",
1384,1442,EM-2.8.11,BujaMgonmAdaH,bhujaṁgōnmādaḥ,भुजंगोन्मादः,,"the disorder is characterized by prasarati sarpavat [creeps on the ground like a snake], sr̥kkaṇyau vilihati jihvayā [licks both lateral corners of mouth with his tongue], krōdhāluḥ [short tempered], guḍa īpsuḥ [long for jaggery], madhu īpsuḥ [willing for honey], dugdha īpsuḥ [willing for milk], pāyasēpsuḥ [likes rice puddings]",
1385,1444,EM-2.8.12,kinnaronmAdaH,kinnarōnmādaḥ,किन्नरोन्मादः,,,
1386,1445,EM-2.8.13,pretonmAdaH,prētōnmādaḥ,प्रेतोन्मादः,,,
1387,1446,EM-2.8.14,adButonmAdaH,adbhutōnmādaḥ,अद्भुतोन्मादः,,,
1388,1447,EM-2.8.15,jalAdhidevatonmAdaH,jalādhidēvatōnmādaḥ,जलाधिदेवतोन्मादः,,,
1389,1448,EM-2.8.16,kUShmANDonmAdaH,kūṣmāṇḍōnmādaḥ,कूष्माण्डोन्मादः,,,
1390,1449,EM-2.8.17,kRutyonmAdaH,kr̥tyōnmādaḥ,कृत्योन्मादः,,,
1391,1450,EM-2.8.18,vetAlonmAdaH,vētālōnmādaḥ,वेतालोन्मादः,,,
1392,1451,EM-2.8.19,guhyakonmAdaH,guhyakōnmādaḥ,गुह्यकोन्मादः,,,
1393,1452,EM-2.8.20,BUtonmAdaH,bhūtōnmādaḥ,भूतोन्मादः,,"the disorder is characterized by amartya-vāk [speaking more effectively than human capacity], amartya-vikrama [having ability to perform tasks more than normal human capacity], amartya-vīrya [having vitality and ability more than a normal human being], amartya-cēṣṭa [performing acts beyond normal human capacity], amartya-jñāna [having extraordinary knowledge than normal human being], amartya-vijñāna [having extraordinary knowledge than normal human being], amartya-bala [having extra strength than normal human being], aniyata unmādakāla [invariable/unpredictable timing of insanity episode]",
1394,1453,EM-2.8.21,AdhijonmAdaH,ādhijōnmādaḥ,आधिजोन्मादः,,"the disorder is characterized by pāṇḍu [pallor/pale], dīna [timid or apathy], muhurmuhyan [fainting repeatedly], hāhēti paridēvatē [weeps making sounds such ha, ha], rōdityakasmāt [cries suddenly], mriyatē [dies], smayatē [laughing], guṇān bahu manyatē [overestimate], śōkakliṣṭamanā [with the mind suffering srom grief], dhyāyan [thinking], jāgaruka [alert], vicēṣṭatē [does unusual acts]",
1395,1454,EM-2.8.22,hiMsArthakonmAdaH,hiṁsārthakōnmādaḥ,हिंसार्थकोन्मादः,,"the disorder is characterized by agniṁ praviśati [patient enters into fire], apsu nimajjati [drowns in water], sthalācchvabhrē patati [falls in to pit], śastra abhirhantyātmānam [strikes himself with weapons, whips, sticks, brick bats, his own fist etc.], kaśābhiḥ hanti ātmānam [strikes himself with whips], kāṣṭha abhirhantyātmānam [strikes himself with sticks], lōṣṭa abhirhantyātmānam [strikes himself with brick bats], muṣṭi abhirhantyātmānam [strikes himself with his own fist], anya prāṇavadhārthamārbhatē [may adopt other means to kill himself]",
1396,1455,EM-2.8.23,kAmajonmAdaH,kāmajōnmādaḥ,कामजोन्मादः,,"the disorder is characterized by alpavāk [less talking], smr̥ti bhrama [perverted memory]",
1397,1456,EM-2.9,asAdhya-unmAdaH,asādhya-unmādaḥ,असाध्य-उन्मादः,,"the disorder is characterized by hastāvudyamya [patient having raised his hand in a fit of anger], rōṣasaṁrambhānniḥśaṅkamanyēṣvātmani vā nipātayēt [daringly thrashes others or him self], sāśrunētrō [tears in the eyes], mēḍhrapravr̥ttaraktaḥ [passed blood from the penis], kṣatajihvaḥ [if he has injuries in his tongue], prasrutanāsika [running nose], śchidyamānacarmā [a person who scratches/cuts his skin], āpratihanyamānavāṇiḥ [(a person with) uninterrupted speech], satataṁ vikūjan [constant mumbling], durvarṇa [discoloration of the body/abnormal colour], str̥ṣārtaḥ [excessively thirsty], pūtigandha [putrid smell of the body]",
1398,1457,SK31 (EM-3),apasmAraH,(a) apasmāraḥ,अपस्मारः,,"It is characterised by transient loss of consciousness, paroxysmal convulsions, froth from the mouth, possible loss of memory of the episode. This may be explained by: (a) Mind is clouded by agitation or activity (rajas) and inertia (tamas) and the aggravated dosha occupy the channels of consciousness.",
1399,1458,EM-3.1,apasmAra-pUrvarUpam,,अपस्मार-पूर्वरूपम्,,,
1400,1459,EM-3.2,vAtaja-apasmAraH,,वातज-अपस्मारः,,,
1401,1460,EM-3.3,pittaja-apasmAraH,,पित्तज-अपस्मारः,,,
1402,1461,EM-3.4,kaPaja-apasmAraH,,कफज-अपस्मारः,,,
1403,1462,EM-3.5,sAnnipAtaja-apasmAraH,,सान्निपातज-अपस्मारः,,,
1404,1463,EM-3.6,Agantuja-apasmAraH,,आगन्तुज-अपस्मारः,,,
1405,1464,EM-3.7,apasmAra-ariShTaH/apasmAra asAdhya lakShaN,,अपस्मार-अरिष्टः/अपस्मार असाध्य लक्षण्,,,
1406,1465,EM-4 (SQ0Y),atattvABiniveSaH/mahAgadaH,"(a) atattvābhiniveśaḥ,         (a) mahāgadaḥ",अतत्त्वाभिनिवेशः/महागदः,,,
1407,1466,SQ20 (EM-5),madAtyayaH/pAnAtyayaH,(a) madātyayaḥ                      (a) pānātyayaḥ,मदात्ययः/पानात्ययः,,"It is characterised by confusion, tremors, headache, altered cognitive, intellectual functions, may be associated with fever. This may be explained by: (a) Vitiated pitta further accecting Vata.",
1408,1467,EM-5.1,vAtajamadAtyayaH,vātajamadātyayaḥ,वातजमदात्ययः,,"the disorder is characterized by hikkā [hiccup], śvāsaḥ [breathlessness/difficult breathing], śiraḥkampaḥ [involunraty rhythmic jerks to head], pārśvaśūlam [pain in sides of chest/flanks], prajāgaraḥ/ujāgaraḥ [keeping awake], bahupralāpaḥ [excessive and irrelevant talking], stambha [rigidity/stiffness], aṁgamarda [generalized bodyache], hr̥daya graha [stiffness in cardiac region], tōda [pricking pain], kampaḥ [tremors], mūrdha rujā [headache], bhramatya svapnē [dream of roaming around], utpatati svapnē [dreams of falling down], prēta saha bhāṣatē [dreams of talking with spirits]",
1409,1468,EM-5.2,pittajamadAtyayaH,pittajamadātyayaḥ,पित्तजमदात्ययः,,"the disorder is characterized by tr̥ṣṇā/tr̥ḍ [thirst], dāhaḥ [burning sensation], jvaraḥ [fever], svēdaḥ [perspiration], mūrcchā [syncope/attacks of swooning], atisāra [diarrhoea], vibhramaḥ [dizziness/confusion], haritavarṇaḥ [greenish discolouration of the body], pralāpa [excess talking/irrelevant speech/incoherent speech], mukhaśōṣaṇa [dryness of mouth], vadana pītatā [yellowish face], lōcana pītatā [yellowish eyes], mōhaḥ [confusion/delirium], bhramaḥ [giddiness or dizziness], dēha harita [greenish tint over body], dēha hāridra [yellowish tint over body], rakta nētra [reddish eyes], rakta kapōla [redness over cheeks]",
1410,1469,EM-5.3,kaPajamadAtyayaH,kaphajamadātyayaḥ,कफजमदात्ययः,,"the disorder is characterized by chardiḥ [vomiting], arōcakaḥ [tastelessness], hr̥llāsaḥ [nausea], tandrā [drowsiness/lassitude], staimitya [a sensation of being covered with wet clothes], gaurava [heaviness of the body], śītaparītasya [having feeling of cold], vamathu [vomiting], śīta [cold], kapha prasēka [mucoid discharge or salivation], nidrā [sleep], udarda [circular elevated patches on body/urticaria], aṁga gaurava [heaviness in body]",
1411,1470,EM-5.4,sannipAtajamadAtyayaH,sannipātajamadātyayaḥ,सन्निपातजमदात्ययः,,the disorder is characterized by liṅgaḥ sarvātrāpi madātyaya/ sarvavikārasampata/ sarvaliṁgatvam [clinical features of all types],
1412,1471,EM-5.5,dhvaMsaka-madAtyayaH,dhvaṁsaka-madātyayaḥ,ध्वंसक-मदात्ययः,,"the disorder is characterized by ślēṣmaprasēkaḥ/ ślēṣma niṣṭhivaḥ [mucus discharge through mouth], kaṇṭhaśōṣaḥ [dryness in the throat], āsyaśōṣaḥ [dryness in mouth], śabdāsahiṣṇutā/ śabdāsahatva [intolerance to noise], tandrātiyōga/tandrā [excessive drowsiness], nidrātiyōga/ ati nidrā [excessive sleep]",
